company,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
"""Apple""",20405897,2020-03-26 02:30:09+00:00, ,1243002267172732929,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC #proposedbill https://t.co/aU9twRpTLJ
"""Apple""",131841679,2020-03-26 02:30:08+00:00, ,1243002266111500289,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/evXiMOMroT
"""Apple""",717797605191888898,2020-03-26 02:30:02+00:00, ,1243002241382076416,en,1,0,0,1,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/sIPUmGP7sM
"""Apple""",131717575,2020-03-26 02:30:00+00:00, ,1243002231625924609,en,0,0,0,0,Twitter for iPhone,"Fundamental problem of this #stimulusbill are primo its a ban-aid on a stab wound. Secondo a nation of $20 #trilliondebt doesn’t need extra debt hence US will face imminent inflation &amp; rate hike ⁦

The $2 trillion #coronavirus stimulus bill from @CNBC  https://t.co/GGbwfPQhGA"
"""Apple""",26675162,2020-03-26 02:29:51+00:00, ,1243002193625731085,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/4X6uuUrOCK
"""Apple""",26775476,2020-03-26 02:29:09+00:00, ,1243002018840666118,en,1,1,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/a2rvJNPS3U
"""Apple""",2848802507,2020-03-26 02:28:19+00:00, ,1243001807963553793,en,2,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/boF0jqyWCl
"""Apple""",1195320516195868672,2020-03-26 02:27:58+00:00, ,1243001717861634049,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/Hb7pRVcqLF
"""Apple""",55677143,2020-03-26 02:27:47+00:00, ,1243001674614165506,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/Cnl5XEogNQ
"""Apple""",798510380205096960,2020-03-26 02:27:26+00:00, ,1243001587318087680,en,2,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC #nextsteps #liveyourwork #hope #trade  https://t.co/tMvYCy6yN5
"""Apple""",1173951332476215296,2020-03-26 02:26:24+00:00, ,1243001326822469638,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/uSO57cog6U
"""Apple""",44050635,2020-03-26 02:26:23+00:00, ,1243001322883952642,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC ⁦@DaveRamsey⁩  https://t.co/sOT3USk59G
"""Apple""",1471040418,2020-03-26 02:25:55+00:00, ,1243001202746540032,en,0,0,0,0,Twitter for iPad,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/H6lkCNQ719
"""Apple""",37397428,2020-03-26 02:25:00+00:00, ,1243000973338898433,en,17,2,3,6,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill @CNBC https://t.co/pgO8dHw8wO
"""Apple""",78700974,2020-03-26 02:23:58+00:00, ,1243000711534657538,en,0,0,0,0,Twitter for iPad,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/YNdAKOp1CW
"""Apple""",3306659422,2020-03-26 02:23:48+00:00, ,1243000670090919937,en,1,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from Boost  $600 per week for up to four months on top of what beneficiaries normally receive from states. It expands eligibility to self-employed people and independent contractors #stimulusbill  https://t.co/x0vkVYaMO3
"""Apple""",741427396843307009,2020-03-26 02:23:42+00:00, ,1243000646955077634,en,1,0,0,0,Twitter for iPhone,"“Stop President Donald Trump and his family members’ businesses from receiving emergency taxpayer relief. The provision also applies to Vice President Mike Pence, heads of executive departments, members of Congress and their family members” https://t.co/5RcvReavh0"
"""Apple""",578284084,2020-03-26 02:23:38+00:00, ,1243000628038610946,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/mD0pFLUdhi
"""Apple""",30224919,2020-03-26 02:23:24+00:00, ,1243000569234690049,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC #recession #fed #stimulusbill  https://t.co/FqzO1gnBnV
"""Apple""",274575720,2020-03-26 02:22:32+00:00, ,1243000352699531265,en,0,0,0,0,Twitter for iPad,Here's what's in the $2 trillion Coronavirus bill from the Senate. House expected to vote on it Thursday. https://t.co/6s6nnDp5AD
"""Apple""",16132453,2020-03-26 02:22:29+00:00, ,1243000340359925762,en,0,0,0,0,Twitter for iPhone,NEW: Here's what's in the $2 trillion #coronavirus stimulus bill  @CNBC  https://t.co/16ISe051iZ
"""Apple""",191198171,2020-03-26 02:21:40+00:00, ,1243000132288892931,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/HT1MVaIPI4
"""Apple""",3306659422,2020-03-26 02:21:30+00:00, ,1243000090891091970,en,1,0,0,0,Twitter for iPhone,@SheenaD1 Here's what's in the $2 trillion coronavirus stimulus bill https://t.co/OJNIP0aa1G
"""Apple""",2564077320,2020-03-26 02:21:19+00:00, ,1243000044682280960,en,3,0,1,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill https://t.co/ZLnDNunv6t
"""Apple""",37397428,2020-03-26 02:20:53+00:00, ,1242999937018646529,en,49,4,6,19,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill @CNBC https://t.co/pgO8dHw8wO
"""Apple""",4876600995,2020-03-26 02:20:48+00:00, ,1242999917498511366,en,0,0,0,0,Twitter for iPhone,@BernieSanders how about reading this instead of grand standing Here's what's in the $2 trillion coronavirus stimulus bill https://t.co/BS4NNcsmGm
"""Apple""",539196134,2020-03-26 02:20:39+00:00, ,1242999876419371008,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/Do8fWlD8cd
"""Apple""",203193300,2020-03-26 02:20:24+00:00, ,1242999813995663360,en,0,0,0,0,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/neFCRAEEJm
"""Apple""",909228019964723200,2020-03-26 02:20:13+00:00, ,1242999768080461824,en,0,0,0,0,Twitter for iPhone,⚫️Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/x4RsAqZXOo
"""Apple""",262443633,2020-03-26 02:19:48+00:00, ,1242999666159104001,en,3,0,0,2,Twitter for iPhone,Here's what's in the $2 trillion coronavirus stimulus bill from @CNBC  https://t.co/tBUzrT6V9u
"""Apple""",25969442,2020-03-26 02:10:00+00:00, ,1242997199530795008,en,0,0,0,0,Buffer,"Congress likely to send taxpayers $1,200 checks in coronavirus aid. Here's who qualifies

https://t.co/LvBNwyMMik"
"""Apple""",51600575,2020-03-26 01:58:17+00:00, ,1242994250704392192,en,0,0,0,0,Twitter for iPhone,"Senate Coronavirus Bill Prohibits Trump's Hotels From Receiving Bailouts
Democrats pushed to ban Trump family businesses from cashing in on the Senate's $2 trillion rescue package. https://t.co/Dm0rzHZKWK"
"""Apple""",983062994,2020-03-26 01:44:47+00:00, ,1242990851518640129,en,0,0,0,0,Twitter for iPhone,Senate back on track to pass $2 trillion #coronavirus rescue package - POLITICO https://t.co/1r9xPHs1Fj
"""Apple""",1163466042435428352,2020-03-26 01:44:17+00:00, ,1242990727308738562,en,1,0,0,0,Twitter for Android,"#Economics_06
The coronavirus economic rescue package would be the largest of its kind in American history. The Governor of New York says more is needed.

Listen the NPR's ""Coronavirus Daily"" podcast 👇
https://t.co/cDjFCFIos4
https://t.co/uZy2lDcZ9x"
"""Apple""",17096702,2020-03-26 01:40:17+00:00, ,1242989720449306624,en,0,0,0,0,Twitter for iPhone,"Everything you need to know about the coronavirus stimulus checks
While Congress still needs to finalize its $2 trillion coronavirus aid package, here’s what we know so far about the stimulus checks that will be sent out to Americans.

Read in FORTUNE: https://t.co/MVL5RqK3US"
"""Apple""",1157056824719208454,2020-03-26 01:36:37+00:00, ,1242988795982561280,en,0,0,0,0,Twitter for iPhone,Senate back on track to pass $2 trillion coronavirus rescue package - POLITICO Nevada Governor Sisolak has done an outstanding job informing the citizens. Taking time to answer social media rumors. Straightforward answers and a REAL Leader TY Governor  https://t.co/nrwy0Yxrcg
"""Apple""",1157056824719208454,2020-03-26 01:34:31+00:00, ,1242988269781934081,en,0,0,0,0,Twitter for iPhone,Senate back on track to pass $2 trillion coronavirus rescue package - POLITICO finally special thank you to Nevada’s Governor Steve Sisolak ! Thank you for following your campaign promises and putting people before profit. Grateful 4 ur calm demeanor  https://t.co/nrwy0Yxrcg
"""Apple""",1157056824719208454,2020-03-26 01:31:13+00:00, ,1242987438949027841,en,0,0,0,0,Twitter for iPhone,Senate back on track to pass $2 trillion coronavirus rescue package - POLITICO Thx Speaker and the whole Senate with 3 or 4 exceptions. Real America thanks u for protecting us and representing the people AND the oversight and rules for corporate welfare👍 https://t.co/nrwy0Yxrcg
"""Apple""",5392522,2020-03-26 01:31:09+00:00, ,1242987422943776770,en,32,1,1,9,SocialFlow,"The coronavirus economic rescue package would be the largest of its kind in American history. The Governor of New York says more is needed.

Listen the NPR's ""Coronavirus Daily"" podcast 👇
https://t.co/x1qo5j8boE"
"""Apple""",211876746,2020-03-26 01:21:21+00:00, ,1242984953241055237,en,0,0,0,0,Twitter for iPhone,Senate back on track to pass $2 trillion coronavirus rescue package - POLITICO https://t.co/6eTdP0fOEH
"""Apple""",137271569,2020-03-26 01:14:11+00:00, ,1242983152357986304,en,0,0,0,0,Twitter for iPhone,Nancy Pelosi begins talk of next coronavirus relief bill as she tells House Democrats to 'recognize the good' in stimulus - CNN Politics https://t.co/Yh0d2IsnBI
"""Apple""",17096702,2020-03-26 01:13:42+00:00, ,1242983029766795264,en,1,0,0,0,Twitter for iPhone,"“Everything you need to know about the coronavirus stimulus checks
While Congress still needs to finalize its $2 trillion coronavirus aid package, here’s what we know so far about the stimulus checks that will be sent out to Americans.”

Read in FORTUNE: https://t.co/MVL5RqK3US"
"""Apple""",548145982,2020-03-26 01:11:57+00:00, ,1242982589591367680,en,0,0,0,0,Twitter for iPhone,Senate back on track to pass mammoth $2 trillion coronavirus rescue package - POLITICO As #Conservative pass the bill I understand the #UnemploymentNumber issue @ this point its 16 weeks who cares Just no #GND crap  https://t.co/2F7AoP4NqL
"""Apple""",2629057482,2020-03-26 01:00:38+00:00, ,1242979742938214402,en,0,0,0,0,Hootsuite Inc.,"Coronavirus Relief payments are expected to be $1,200 for individuals, or $2,400 for those who are married and file income taxes jointly. It also includes $500 per child But you have to meet certain qualifications in order to be eligible for the money. https://t.co/x6aeRftCbY"
"""Apple""",28826390,2020-03-26 00:59:35+00:00, ,1242979477207961601,en,0,0,1,0,Twitter for iPhone,"@raashidriza @IMFNews On Spotify and Anchor for now, should be soon on Apple Podcasts soon. Can listen on Anchor app on iOS https://t.co/lY3XbKRtaS"
"""Apple""",20715638,2020-03-26 00:54:31+00:00, ,1242978204215734272,en,0,0,0,0,Twitter for iPhone,CNBC - Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/1Bw4kW6ewI
"""Apple""",35790779,2020-03-26 00:41:27+00:00, ,1242974915072057344,en,0,0,0,0,Twitter for iPad,Support Happy Apple Cafe COVID-19 Relief https://t.co/K2vyME0w19
"""Apple""",790142156,2020-03-26 00:23:03+00:00, ,1242970283373465600,en,0,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid @CNBC  https://t.co/oRUs4SDJL2
"""Apple""",1261384226,2020-03-26 00:15:50+00:00, ,1242968469240532992,en,3,0,0,1,Twitter Web App,Apple is donating 10 million protective face masks to #COVID19 relief efforts in the US 👏👏👏
"""Apple""",70755249,2020-03-26 00:00:48+00:00, ,1242964683830820865,en,0,0,0,1,Twitter for iPhone,Who qualifies for a coronavirus relief check from the government from @CNBC  https://t.co/TBjlaKeXae
"""Apple""",15922214,2020-03-25 23:47:00+00:00, ,1242961210141745153,en,2,0,0,2,Buffer,"Coronavirus Special Report: Evening update, 3/25

What’s inside the COVID-19 relief bill that’s stuck in Congress https://t.co/6JWM0MgSFN https://t.co/5I6tH0Wm6P"
"""Apple""",816083110454562816,2020-03-25 23:37:16+00:00, ,1242958761825841156,en,0,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/BFAKMEAY7h Really!!!
"""Apple""",816083110454562816,2020-03-25 23:36:42+00:00, ,1242958620020674560,en,0,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/BFAKMEAY7h
"""Apple""",19609379,2020-03-25 23:30:04+00:00, ,1242956947822907395,en,1,0,0,0,SocialNewsDesk,"Lawmakers voted from their couches, dining tables, office chairs and wherever else, some cast their votes through Apple headphones, others from desk phones. https://t.co/KuxXhHZRxW"
"""Apple""",3160278031,2020-03-25 23:29:29+00:00, ,1242956804117716992,en,0,0,0,0,Twitter for iPhone,Sanders #MORON threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC ⁦@jimcramer⁩  https://t.co/RKtA3laJcO
"""Apple""",1060330391146561536,2020-03-25 23:10:48+00:00, ,1242952101724110857,en,0,0,0,0,Twitter for iPhone,Coronavirus bill hits hurdles as Sanders threatens to stall package over bid to change unemployment aid - Fox News.   Will Bernie prevent the Bill from passing? https://t.co/kj9FVC8d4v
"""Apple""",23805402,2020-03-25 23:08:35+00:00, ,1242951544024096768,en,1,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/aDSUSBbVEx
"""Apple""",2388296983,2020-03-25 23:06:00+00:00, ,1242950894741852160,en,0,0,0,0,Twitter for iPhone,Old fellow lost his mind. Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/NAfUcsxCHY
"""Apple""",1472502049,2020-03-25 22:47:20+00:00, ,1242946194298585088,en,0,0,0,0,Twitter for iPhone,"Michael Jackson's Estate Donates $300,000 To Coronavirus Relief Efforts https://t.co/RBFKnumFCD"
"""Apple""",48389604,2020-03-25 22:44:41+00:00, ,1242945529463611393,en,6,0,0,5,Twitter for iPhone,"Tonight’s @FrontBurnerCBC 

We break down the government’s latest measures:

🔺The $107 billion aid package: Who qualifies? 
🔺Mandatory isolation: What does this mean for travellers returning?

@JPTasker joins @Jayme_Poisson for answers.

#COVID19 
 
👉🏼 https://t.co/qHdNJtQiEa https://t.co/3Ligh479Pb"
"""Apple""",11999782,2020-03-25 22:41:03+00:00, ,1242944612836077568,en,11,0,0,1,dlvr.it,Apple will donate over 10 million surgical masks to COVID-19 relief efforts https://t.co/o0RlYMECM9
"""Apple""",1015639922424705025,2020-03-25 22:31:33+00:00, ,1242942225329209344,en,0,0,0,0,Twitter for iPhone,"Trump suggests how nice a governor is to him could impact federal aid to state for coronavirus - In other words, people can die unless their governor kisses your ass.  You go lower and lower. #Trump #GOP https://t.co/tBRgNnqNc5"
"""Apple""",1590242593,2020-03-25 22:30:20+00:00, ,1242941915269492736,en,0,0,0,0,Twitter for iPhone,Who qualifies for a coronavirus relief check from the government - CNBC https://t.co/g7H8lJ0ylP
"""Apple""",899016632,2020-03-25 22:25:33+00:00, ,1242940712909336576,en,1,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid @CNBC  https://t.co/9EjbR6dTdJ
"""Apple""",3056533780,2020-03-25 22:19:14+00:00, ,1242939125654749186,en,0,0,0,0,Twitter for iPhone,What coronavirus relief bill offers small businesses - CBS News https://t.co/yx7AYL6ZH3
"""Apple""",2176046582,2020-03-25 22:10:35+00:00, ,1242936947535986688,en,0,0,0,0,Twitter for iPhone,"Dow logs first back-to-back gain in 7 weeks, but stocks stumble badly at the close as $2 trillion coronavirus rescue hits snag - MarketWatch#Republican. Crying , believe That  https://t.co/IFasg1rGPx"
"""Apple""",5062691,2020-03-25 22:09:27+00:00, ,1242936661031280641,en,1,0,1,0,Twitter for iPhone,Fucking Sanders is trying to kill the rally to get something for himself.   Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/FGpJuuq3DT
"""Apple""",606138548,2020-03-25 22:02:36+00:00, ,1242934936740528128,en,0,0,0,0,Twitter for iPhone,Coronavirus rescue checks are coming — here's what you should do with the money from @CNBC #COVID19  https://t.co/MsVbFTCq6g
"""Apple""",214645076,2020-03-25 21:59:03+00:00, ,1242934042632347649,en,0,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC    https://t.co/kkQ7HweTTj
"""Apple""",36219696,2020-03-25 21:58:49+00:00, ,1242933986818572289,en,0,0,2,0,Twitter for iPhone,⁦@TeamPelosi⁩ I thought you had your minions under control?  Please rope this liberal wingnut back into the fold and get this done.  Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/XisFW4wtVh
"""Apple""",2284614762,2020-03-25 21:58:46+00:00, ,1242933971643764737,en,0,0,1,0,Twitter for iPhone,"Airlines banned from layoffs in return for bailout cash and special help for Boeing to keep it afloat: inside the $2 trillion coronavirus rescue package for big business as it heads for Senate vote
via https://t.co/ukePCFr1gS https://t.co/co93zzdagp"
"""Apple""",3002253653,2020-03-25 21:58:25+00:00, ,1242933883907293184,en,0,0,0,0,Twitter for iPad,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  says the man with 3 houses and a tax rate of 18 percent a FRAUD  https://t.co/tlMXP4QmKC
"""Apple""",156725112,2020-03-25 21:57:32+00:00, ,1242933661282025477,en,0,0,0,0,Twitter for iPhone,Coronavirus rescue bill extends unemployment benefits to gig economy - Axios #StimulusPlan #selfemployed  https://t.co/XfRfMTrmHJ
"""Apple""",1218074819289395202,2020-03-25 21:53:45+00:00, ,1242932709615448073,en,0,0,0,0,Twitter for iPhone,"Trump requesting loyalty from governors over COVID-19 sounds like another Trump ‘quid pro quo’:

‘...aid to governors battling the coronavirus outbreak if they ""treat us well also."" - Trump https://t.co/Cjbp2Dt5dQ"
"""Apple""",2415399587,2020-03-25 21:53:35+00:00, ,1242932670952284160,en,3,0,0,0,Twitter for iPhone,"Americans face emergency, we need the package now - Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC $spx $ndx $tsla $ba $aapl $goog $nflx $pg https://t.co/1ywyCAa3QV"
"""Apple""",2466925058,2020-03-25 21:47:21+00:00, ,1242931100902547457,en,0,0,0,0,Twitter for iPhone,"NT women won't be forced to get short back and sides under COVID-19 restrictions, Chief Minister says - ABC News (well, that’s a relief, didn’t know it was enforceable) https://t.co/m0cCertOQD"
"""Apple""",515034648,2020-03-25 21:40:00+00:00, ,1242929248546897920,en,6,0,0,4,Twitter Web App,Skimm This: https://t.co/LQwmUCXbrm https://t.co/faXo4QrJyJ
"""Apple""",749731943026229248,2020-03-25 21:32:37+00:00, ,1242927391737085955,en,0,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC - once again the GOP looking to help the rich more than “Main Street”.  https://t.co/UklCMhzcjk
"""Apple""",943348509561978881,2020-03-25 21:31:30+00:00, ,1242927113126023169,en,0,0,0,0,Twitter for iPhone,@CoreyClayton @GordonWees @ChadPergram Why are republican senators trying to cut benefits for everyday citizens?! Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid https://t.co/6ESeyWmEdI
"""Apple""",54905872,2020-03-25 21:28:28+00:00, ,1242926348408098819,en,0,0,0,0,Twitter for iPhone,Coronavirus: ⁦⁦@realDonaldTrump⁩ secures a massive #COVID19 🇺🇸 economic relief package worth more than $1.8 trillion (£1.5tn). https://t.co/JQqmVLAKZ2
"""Apple""",880156379046084608,2020-03-25 21:22:40+00:00, ,1242924886751928322,en,0,0,0,0,Twitter for iPad,"The latest on the $2 trillion relief package, Prince Charles tests positive for the coronavirus, and more from Apple News https://t.co/3DuPgbkB76"
"""Apple""",918107214,2020-03-25 21:22:10+00:00, ,1242924764739645440,en,0,0,0,0,Twitter for iPhone,"Congress likely to send taxpayers $1,200 checks in coronavirus aid. Here's who qualifies https://t.co/F7chAaT9QG"
"""Apple""",195998422,2020-03-25 21:19:49+00:00, ,1242924173258903552,en,0,0,1,1,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/5fCdusKxg0
"""Apple""",2284614762,2020-03-25 21:13:30+00:00, ,1242922581478584320,en,0,0,0,0,Twitter for iPhone,"Dow jumps 13% in two days as US stocks post first back-to-back gain in six weeks - but drops slightly amid hold up on a $2trillion coronavirus relief package
via https://t.co/ukePCFr1gS https://t.co/CtdXh2GNWn"
"""Apple""",396044297,2020-03-25 21:05:42+00:00, ,1242920617097097216,en,0,0,0,0,Twitter for iPad,"Republicans Threaten to Oppose Coronavirus Stimulus Over Unemployment Aid - Newsweek
(OK, think of it this way: we’re paying people to stay home, the way we pay farmers not to grow crops. It’s incentive!) #COVID19 #CoronavirusBill  https://t.co/HB8t7PgkRC"
"""Apple""",1238678899359232002,2020-03-25 21:03:38+00:00, ,1242920097515065344,en,0,0,0,0,Twitter for iPhone,Remember these guys...4 Republicans Threaten to Oppose Coronavirus Stimulus Over Unemployment Aid - Newsweek https://t.co/qn46rQnZdk
"""Apple""",184975034,2020-03-25 21:02:01+00:00, ,1242919691380809728,en,0,0,0,0,Twitter for iPhone,Sanders threatens to delay coronavirus bill after 4 Republicans push to cut aid from @CNBC  https://t.co/WJcQm8UfaY
"""Apple""",16569445,2020-03-25 20:57:15+00:00, ,1242918492174721026,en,0,0,0,0,Twitter for iPhone,"Bernie Sanders threatens to hold up coronavirus bill after 4 GOP senators push to cut unemployment aid
 @CNBC  https://t.co/SlmxpMUQ7J"
"""Apple""",146778404,2020-03-25 20:52:36+00:00, ,1242917322014126080,en,0,0,0,0,Twitter for iPhone,"How does America pay for a $2 trillion #coronavirus relief bill? With two #shiny coins, this lawmaker argues.
We are responsible to the next generation clean Earth to till. By planting these poorly vetted economic trees there will be many years https://t.co/GlKP3GYKEG"
"""Apple""",3000889809,2020-03-25 20:51:37+00:00, ,1242917075498209282,en,0,0,0,0,Twitter for iPhone,"Dow logs first back-to-back gain in 7 weeks, but stocks stumble badly at the close as $2 trillion coronavirus rescue hits snag - MarketWatch https://t.co/1kOhntxUDU"
"""Apple""",774194130,2020-03-25 20:51:14+00:00, ,1242916978492428289,en,1,0,0,0,Twitter for iPhone,"#PrinceCharles has been tested +ve for #Coronavirus. #Covid19 is getting very serious in UK. But #TheGuardian reports that more then 500,000 people signed up to be #NHSVolunteer. Whereas, #Govtofpak invoked #Art245 &amp; called upon the army to aid civilians.  https://t.co/Keh07Qn0DR"
"""Apple""",867819931181756417,2020-03-25 20:50:08+00:00, ,1242916700925898757,en,0,0,0,0,Twitter for iPad,"Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC 😱Bernie, why don’t you just go and retire in a communist country and enjoy your Golden years🤪 https://t.co/nivEN11I5j"
"""Apple""",1020437195855888385,2020-03-25 20:47:59+00:00, ,1242916158065516544,en,0,0,0,0,Twitter for iPhone,Elton John to Host Coronavirus Relief Television Special - Ultimate Classic Rock https://t.co/iqocreKOFs
"""Apple""",40025354,2020-03-25 20:41:22+00:00, ,1242914494730379275,en,4,0,1,0,Twitter for iPhone,"Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC - once again, let’s blow apart our people and our economy. Thank you Senator! #coronavirus  https://t.co/Y4Ckwm0GJU"
"""Apple""",24645871,2020-03-25 20:39:48+00:00, ,1242914099333234689,en,0,0,0,0,Twitter for iPad,"Dow logs first back-to-back gain in 7 weeks, but stocks stumble badly at the close as $2 trillion coronavirus rescue hits snag - MarketWatch (Bernie Sanders has problems with unemployment ins aspect, Lindsey Graham group has problems from their perspective https://t.co/oN1YcDloCA"
"""Apple""",1050073072336887815,2020-03-25 20:27:11+00:00,3cf92a36fad89185,1242910927047004160,en,3,0,0,1,Twitter for iPhone,@joelockhart @RealTerryKinney He has surfaced. Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus https://t.co/oAqn7r92JB
"""Apple""",334882778,2020-03-25 20:25:44+00:00, ,1242910559181459458,en,0,0,0,0,Twitter for iPhone,Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC #Kindergarten  https://t.co/kUgAhgGDaQ
"""Apple""",92681638,2020-03-25 20:24:13+00:00, ,1242910178187624450,en,0,0,0,0,Twitter Web Client,"Lawmakers voted from their couches, dining tables, office chairs and wherever else, some cast their votes through Apple headphones, others from desk phones. Turnout was good: 79 of 80 Assembly members dialed in. 
https://t.co/iEeLLbotS0 via @northjersey"
"""Apple""",70004331,2020-03-25 20:21:59+00:00, ,1242909614959624199,en,0,1,0,0,Twitter for iPhone,Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC  https://t.co/I6LIOSJ4uC
"""Apple""",2204218117,2020-03-25 20:21:11+00:00, ,1242909413641293826,en,0,0,0,0,Twitter for iPhone,"California hit with 1 million unemployment claims amid coronavirus pandemic.

Several major banks and financial institutions have agreed to delay foreclosures and provide mortgage relief to California homeowners. https://t.co/SZh2KbCqm6"
"""Apple""",2200188788,2020-03-25 20:20:04+00:00, ,1242909133679915008,en,6,0,1,3,Twitter for iPad,"Several major banks and financial institutions have agreed to delay foreclosures and provide mortgage relief to California homeowners struggling to make their monthly payments due to the novel coronavirus outbreak, Gov. Gavin Newsom announced on Wednesday. https://t.co/ZivUMeVoqD"
"""Apple""",23638647,2020-03-25 20:18:00+00:00, ,1242908613187784704,en,0,0,0,0,Twitter for iPhone,"Plaquenil (hydroxychloroquine) has been disproven as an aid in Covid-19.  Doctors, please stop prescribing it for non-approved illnesses.  Otherwise you risk killing innocent people. https://t.co/DIK3Wsohym"
"""Apple""",246138191,2020-03-25 20:13:29+00:00, ,1242907479282978827,en,0,0,0,0,Twitter for iPhone,Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC  https://t.co/gRltT7dr72
"""Apple""",1377490200,2020-03-25 20:08:24+00:00, ,1242906198346694662,en,0,0,0,0,Twitter for iPad,Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC  https://t.co/a9xGC0MkDu
"""Apple""",35638630,2020-03-25 20:07:18+00:00, ,1242905921669521408,en,0,0,0,0,Twitter for iPhone,Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC  https://t.co/vMxmVGUWCr
"""Apple""",859830927631032321,2020-03-25 20:05:31+00:00, ,1242905472300134410,en,0,0,0,0,Twitter for iPhone,Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC  https://t.co/B2dqhkrLGB
"""Apple""",38544211,2020-03-25 20:04:48+00:00, ,1242905294465912832,en,0,0,0,0,Twitter for iPhone,Here’s the full story over the #StimulusPlan hangup:       Sanders' fight with GOP senators over unemployment aid threatens to delay stimulus from @CNBC  https://t.co/W5Wisunn9t
"""Apple""",3060711049,2020-03-25 20:04:46+00:00, ,1242905282335903744,en,0,0,0,0,Twitter Web App,"A series of key retirement provisions have made it into the latest version of the $2 trillion coronavirus relief bill, here's what you need to know:

#Coronavirus #RetirementSavings #Retirement

https://t.co/uk8gY0Xi2A"
