company,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
"""adobe""",174984783,2020-05-28 23:24:01+00:00, ,1266148252417654786,en,0,0,0,0,Twitter Web App,"WORLD TOURISM ORGANIZATION (UNWTO)

Covid-19 Tourism Recovery Technical Assistance Package

#UNWTO #Covid19 #tourism #recovery 

https://t.co/llyUfmK2Ha"
"""adobe""",2579136170,2020-05-28 17:30:07+00:00, ,1266059187903225864,en,18,1,0,0,Twitter Web App,"Throughout the month of May, we are honoring HV Heroes: CHS alumni who are on the front lines fighting COVID19. Today's heroes are the HVCHS alumni who are also members of the Union Fire Company and Rescue Squad. Check out our video honoring them: https://t.co/SUIsjsLKmj"
"""adobe""",751694654,2020-05-17 12:42:28+00:00, ,1262000533147013120,en,0,1,1,1,Twitter for Android,"Finance Min announce measures for relief and credit support related to businesses, especially MSMEs to support Indian Economy’s fight against COVID-19 13.5.2020
#AatmaNirbharBharatAbhiyan Part-1 @BJP4India
https://t.co/MeYvvbVOFP
https://t.co/sboq8bolKb
https://t.co/I7lUqQfogn"
"""adobe""",779252563161911296,2020-05-14 18:55:26+00:00, ,1261007230406549510,en,1,1,1,1,Tweetbot for Mac,"Thank you to all the heroes who are keeping our world turning.
Creativity for all.
Adobe is supporting the COVID-19 efforts with over $3 million in donations to organizations that provide vital assistance to our communities across the globe.
#HonorHeroes
https://t.co/zH4PuciaG1"
"""adobe""",21873714,2020-05-12 20:49:47+00:00, ,1260311231010951175,en,10,1,0,5,TweetDeck,House Dems just introduced the HEROES Act to combat #COVID19 &amp; help the economy. The House could pass the bill by the end of the week &amp; serves to be the first step in negotiations for the latest aid package to give #nurses the resources &amp; #PPE they need. https://t.co/6XevtCDvkk
"""adobe""",964211621240348672,2020-05-11 22:54:02+00:00, ,1259980113371938816,en,2,0,0,0,Twitter Web App,"This Wednesday, May 13 8:30PM ET #eveningswiththemasters welcomes Senior #Adobe Creative Director Russell Brown, in Session 4 of our 18-week #Zoom talks series by #mastersphotographers with all funds raised going to #covid19 relief charities. Sign-up Link: https://t.co/lomtrc5UDu https://t.co/L62jH5IXeD"
"""adobe""",831079142,2020-05-07 21:04:13+00:00, ,1258502921622257664,en,1,0,0,0,Twitter Web App,#Magento Comes to Aid of #eCommerce Developers: #Adobe program will enable partners to avoid laying off their team members and better plan for recovery post-#COVID19. Brilliant! https://t.co/GHhVRD5l12
"""adobe""",132932932,2020-05-07 18:55:13+00:00, ,1258470460259524609,en,3,0,0,0,Twitter for iPhone,This week the #allcopayscount coalition sent a letter to @HHSGov urging officials to consider the effects of #Covid_19 on patients ability to afford #Rx as they finalize the 2021 NBPP. The pandemic has highlighted the importance of copay assistance https://t.co/OR66ShJNv7
"""adobe""",779093905,2020-05-01 17:45:49+00:00, ,1256278666306256898,en,0,1,0,0,Twitter Web App,"Remdesivir to the Rescue? New Drug Touted by Top Doc as Study Shows It 'Blocks' COVID-19
https://t.co/OikIyMaJv1"
"""adobe""",2255233770,2020-06-29 14:52:02+00:00, ,1277615817774051330,en,0,0,0,0,Sprout Social,"Emerging Issues: Housing Solutions During COVID-19 Webinar July 15, 1 pm - 2:30 pm The National Human Trafficking Training and Technical Assistance Center is hosting a webinar on housing solutions for trafficking survivors amidst the COVID-19 pandemic. https://t.co/kQHCMIxTef https://t.co/NS33wCdIys"
"""adobe""",21009196,2020-06-26 14:58:07+00:00, ,1276530184364138497,en,2,0,0,1,CoSchedule,"Businesses &amp; non-profits are especially hard-hit during this pandemic. To aid in the recovery, Adobe is partnering with Topcoder to host a series of challenges. Read more about the @AdobeDocCloud &amp; Topcoder COVID Challenge Series here: https://t.co/ECOTp3wK1X https://t.co/GS70SzVvc3"
"""adobe""",49443121,2020-06-24 22:20:05+00:00, ,1275916635631566848,en,1,0,0,0,Twitter Web App,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/zF7n9CVJiM #SNAPFeedsKids
"""adobe""",43595564,2020-06-24 21:05:39+00:00, ,1275897900606926853,en,2,0,0,1,Twitter Web App,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/0DYV7r2bRa #SNAPFeedsKids
"""adobe""",21580467,2020-06-24 20:10:17+00:00, ,1275883967246479361,en,2,0,0,1,Hootsuite Inc.,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/qADT9ZVZE0 #SNAPFeedsKids
"""adobe""",16582002,2020-06-24 19:23:45+00:00, ,1275872259396247553,en,2,0,2,0,Twitter for iPhone,"We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/RnAODc69nV #SNAPFeedsKids 

TODAY at 4:30p EST https://t.co/odDB2ezGVe"
"""adobe""",1139631079395078144,2020-06-24 18:45:00+00:00, ,1275862504975896576,en,12,1,1,7,TweetDeck,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/2j0tqHdJKg #SNAPFeedsKids https://t.co/gVusUlZ2QG
"""adobe""",14463848,2020-06-24 18:07:04+00:00, ,1275852959444762624,en,13,2,0,7,Sprout Social,We need to come together to urge Congress to strengthen SNAP with the next #COVID19 relief package. Make your voice heard. Join our SNAP Day of Action Twitter storm and tell Congress to strengthen SNAP 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/JWXYBS22pY
"""adobe""",27067456,2020-06-24 16:53:38+00:00, ,1275834481233080320,en,2,0,0,1,Twitter for iPhone,Hey Faves! We need to tell Congress that it can’t leave #kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action #Twitter storm and tell #Congress to include #SNAP in the next relief package. 🗣️ https://t.co/XhqLw0TNTH #SNAPFeedsKids https://t.co/kLSvONQjpq
"""adobe""",3384584951,2020-06-24 16:45:18+00:00, ,1275832383300931591,en,16,0,1,10,Twitter Web App,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/PylmdNPv3G #SNAPFeedsKids
"""adobe""",268282057,2020-06-24 15:15:16+00:00, ,1275809726845136898,en,3,0,0,0,Hootsuite Inc.,"We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @nokidhungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/O3URCdRnDJ
#SNAPFeedsKids https://t.co/x4C7koZ05D"
"""adobe""",1177597218511097856,2020-06-24 14:50:05+00:00, ,1275803387016159233,en,5,0,0,2,Sprout Social,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm TODAY from 4:30 pm to 5:30 pm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/WWie2CYftC #SNAPFeedsKids https://t.co/SzzYqV92AM
"""adobe""",130926490,2020-06-24 13:59:24+00:00, ,1275790632280379393,en,5,0,0,1,Twitter Web App,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm TODAY and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/Zbef32FcQh #SNAPFeedsKids
"""adobe""",3265372914,2020-06-24 13:09:00+00:00, ,1275777947920523265,en,6,0,1,1,TweetDeck,We need to come together to urge Congress to strengthen SNAP with the next #COVID19 relief package. Make your voice heard. Join @NoKidHungry's SNAP Day of Action Twitter storm and tell Congress to protect SNAP 🗣️ https://t.co/0sUWHKk8Tg #SNAPFeedsKids https://t.co/npQ5PnB2Ml
"""adobe""",21009196,2020-06-24 13:00:28+00:00, ,1275775801145856000,en,1,0,0,1,CoSchedule,"Businesses &amp; non-profits are especially hard-hit during this pandemic. To aid in the recovery, Adobe is partnering with Topcoder to host a series of challenges. Read more about the @AdobeDocCloud &amp; Topcoder COVID Challenge Series here:  https://t.co/ECOTp3wK1X https://t.co/DUlSLJUX8L"
"""adobe""",14463848,2020-06-24 03:07:01+00:00, ,1275626455981084674,en,26,1,0,17,Sprout Social,We need to come together to urge Congress to strengthen SNAP with the next #COVID19 relief package. Make your voice heard. Join our SNAP Day of Action Twitter storm and tell Congress to protect SNAP 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/p6uxJE7v48
"""adobe""",2730311658,2020-06-24 01:02:00+00:00, ,1275594994204762114,en,7,0,2,1,Buffer,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/z4V62B0p9F #SNAPFeedsKids
"""adobe""",186978146,2020-06-24 01:01:22+00:00, ,1275594833621590019,en,2,0,0,0,Buffer,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/ZnmIpTuKt8 #SNAPFeedsKids
"""adobe""",15247638,2020-06-23 17:34:48+00:00, ,1275482452845383680,en,3,0,0,0,Twitter Web App,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm 4:30-5:30 PM EST and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/Y56zsAB33b #SNAPFeedsKids https://t.co/ERqpvKbTKc
"""adobe""",14463848,2020-06-23 17:05:07+00:00, ,1275474980885716998,en,10,0,0,8,Sprout Social,One of the best ways we can all be there for children right now is by telling Congress to strengthen SNAP in the next #COVID19 relief package. Stand up with us. Join our SNAP Day of Action Twitter storm and tell Congress to protect SNAP 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/ncqZ3wu5Vi
"""adobe""",1177307858779758592,2020-06-22 22:50:01+00:00, ,1275199390341267462,en,1,0,0,0,Sprout Social,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/JFpkcGptt0 #SNAPFeedsKids
"""adobe""",225145923,2020-06-22 19:02:19+00:00, ,1275142089622331393,en,1,0,0,1,Twitter Web App,"Have you lost your job or experienced a reduction in hours due to the #COVID19 crisis? #PeopleInc is offering Rental Assistance to qualified residents in 16 cities and counties in #Virginia. 

Call 833-437-0114 to apply. Learn more: https://t.co/DK9FA7KeAb. https://t.co/G3CM5GOHXZ"
"""adobe""",36033359,2020-06-22 18:46:57+00:00, ,1275138219458338816,en,0,0,0,0,Twitter Web App,"No Kid Hungry @nokidhungry
Tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join our SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/B1k6zk6xn9 #SNAPFeedsKids https://t.co/hrvZjNqd7L"
"""adobe""",14463848,2020-06-22 17:03:04+00:00, ,1275112076881657861,en,16,0,0,14,Sprout Social,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join our SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/XYxsmYKy2k
"""adobe""",48611333,2020-06-22 16:43:19+00:00, ,1275107109235875840,en,3,0,2,0,Twitter Web App,Hey @creativecloud - The majority of your customers are either students and/or artists. Any chance you're working on a relief program for the millions of subscribers effected financially by #COVID19? #adobe #designerproblems #stepup
"""adobe""",14463848,2020-06-21 17:05:02+00:00, ,1274750185801908229,en,18,3,1,13,Sprout Social,One of the best ways we can all be there for children right now is by telling Congress to strengthen SNAP in the next #COVID19 relief package. Stand up with us. Join our SNAP Day of Action Twitter storm and tell Congress to protect SNAP 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/gxh1l0ol22
"""adobe""",21580467,2020-06-21 15:13:00+00:00, ,1274721990058954753,en,1,0,1,1,TweetDeck,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join @NoKidHungry’s SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/qADT9ZVZE0 #SNAPFeedsKids https://t.co/fb2iZkEXjW
"""adobe""",14463848,2020-06-21 00:03:01+00:00, ,1274492985628073984,en,16,1,0,11,Sprout Social,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join our SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/GOTY7FddRl
"""adobe""",14463848,2020-06-19 17:05:04+00:00, ,1274025418211942405,en,25,1,0,21,Sprout Social,One of the best ways we can all be there for children right now is by telling Congress to strengthen SNAP in the next #COVID19 relief package. Stand up with us. Join our SNAP Day of Action Twitter storm and tell Congress to protect SNAP 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/HGQbgPDLzr
"""adobe""",14463848,2020-06-19 00:03:01+00:00, ,1273768211109076992,en,23,4,0,19,Sprout Social,We need to tell Congress that it can’t leave kids behind in the next #COVID19 relief package. Join our SNAP Day of Action Twitter storm and tell Congress to include SNAP in the next relief package. 🗣️ https://t.co/mIykZLrm3T #SNAPFeedsKids https://t.co/KHA5RPZEwA
"""adobe""",1114188586872647681,2020-06-16 10:42:35+00:00, ,1272841998769311754,en,7,0,0,4,Twitter Web App,Italian Fire and Rescue Service @emergenzavvf  - member of the projects @INPREP_EU &amp; @FIREINProject - has published a report on measures they adopted to ensure continuity of technical #emergency services in Italy during #COVID19. Read the report 👉 https://t.co/D0itJwPiCP https://t.co/vHdZr3Ptpp
"""adobe""",992968483376893958,2020-06-15 03:50:32+00:00, ,1272375917092966400,en,8,0,1,2,Twitter Web App,"Welcome to Mrs. Santiago’s Corner! Click on the items to explore the activities of the week in my Virtual Office, College Virtual Tour, Time Capsule COVID-19 activity, relaxing music, financial assistance applications, and more.
https://t.co/Hsr1v6Qrdk
@HumbleISD_TE @HumbleISD_HE https://t.co/i76QXsrgAa"
"""adobe""",992968483376893958,2020-06-15 03:49:02+00:00, ,1272375536971546625,en,3,0,0,1,Twitter Web App,"Welcome to Mrs. Santiago’s Corner! Click on the items to explore the activities of the week in my Virtual Office, College Virtual Tour, Time Capsule COVID-19 activity, relaxing music, financial assistance applications, and more.
https://t.co/Hsr1v6Qrdk
@LStevensES @cgerard1913 https://t.co/gQG6Lcrc1H"
"""adobe""",370606215,2020-06-03 17:40:37+00:00, ,1268236157994835968,en,0,0,0,0,Twitter Web App,Adobe is still offering covid relief y’all. You just have to message them.
"""adobe""",1207455446463897605,2020-07-30 13:30:08+00:00, ,1288829229631770624,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",325019466,2020-07-29 03:25:41+00:00, ,1288314727672631296,en,0,0,1,0,Twitter Web App,"Find out what was discussed at today's Council Meeting - information on the new Hay Road development, more Commercial Utilities relief efforts due to COVID-19, and the 2019 Annual Report plus MORE included! Read the Council Highlights: https://t.co/0m3mYlSrG7 https://t.co/DijBehBpww"
"""adobe""",1207455446463897605,2020-07-28 14:45:15+00:00, ,1288123358446403586,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E63MfzR. Read our comments to @cms on  the proposed rule: https://t.co/6C4w70bSgB
"""adobe""",2383572199,2020-07-28 10:01:30+00:00, ,1288051949787652096,en,0,0,0,0,Hootsuite Inc.,"Does your organisation need help with planning communications for health emergencies? Aid Works has created easy-to-use guidelines to plan effective health messaging: https://t.co/V5lkANe7pC.
#COVID19 #Coronavirus #pandemic #PublicHealth #EmergencyHealthMessaging #AidWorksGifts https://t.co/KYPBLB3NMN"
"""adobe""",35281972,2020-07-27 19:37:50+00:00, ,1287834599649935361,en,5,0,0,1,Twitter Web App,"Uzbekistan: Been reading @un_uzbekistan COVID-19 Situation Reports and find them quite useful, especially in monitoring state policy and international assistance. Here is from July 27, 2020: https://t.co/ISkaawhUlz You can sign up here: https://t.co/AXnkBxFDTx https://t.co/o4S9OYdgV9"
"""adobe""",101876746,2020-07-26 22:10:04+00:00, ,1287510526298398720,en,6,0,0,0,Hootsuite Inc.,"Trane Technologies is among 31 major energy buyers, including Unilever, Adobe and Nestle, calling on Congress to combat climate change while providing COVID-19 relief and putting Americans back to work. https://t.co/1dnde4ai17 https://t.co/Yy19fHUTkl"
"""adobe""",1207455446463897605,2020-07-25 13:30:29+00:00, ,1287017380544221184,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",779093905,2020-07-24 15:28:25+00:00, ,1286684669602390018,en,0,0,0,0,Twitter Web App,"White House Makes Major Concession with Time Running Out in Phase 4 COVID-19 Relief Negotiations
https://t.co/yhBNNuX2aM"
"""adobe""",1207455446463897605,2020-07-23 13:15:17+00:00, ,1286288779792310273,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",3689838915,2020-07-21 19:01:00+00:00, ,1285651003224788993,en,18,0,1,3,Hootsuite Inc.,Design systems to the rescue. Day 2 of @ohrachelsmith's  stream is kicking off. Join her as she continues creating a design system and resource page for @combatcovid19. LIVE NOW on @Behance: https://t.co/pqTv69F7Br https://t.co/G4NkdHOrCx
"""adobe""",1207455446463897605,2020-07-21 13:30:07+00:00, ,1285567735980797957,en,1,0,0,3,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",1207455446463897605,2020-07-18 13:15:12+00:00, ,1284476816376332288,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",40338867,2020-07-17 22:43:23+00:00, ,1284257418424143873,en,0,0,0,0,Twitter Web App,"""Right Here"" #coronavirus #support  #relief  https://t.co/lIDG2AsOWp FREE song at https://t.co/gZTW3QvnXe under radio friendly links and registered with BMI. #PortlandOregon #Oregonians #lorijeanfinnila #singersongwriter"
"""adobe""",40961354,2020-07-17 01:00:13+00:00, ,1283929464653533184,en,0,0,0,0,Twitter Web App,Gov. Doug Ducey issued an executive order extending a moratorium on residential evictions in AZ until the end of October allowing renters affected by the Covid-19 pandemic to remain in their homes and access rental assistance programs. Read the order at https://t.co/I0TsHhgunK https://t.co/z9rjaeqrrU
"""adobe""",2902894551,2020-07-16 14:40:02+00:00, ,1283773392768970752,en,0,0,0,0,IFTTT,"AdobeExpCloud: In his latest piece, Axel G. Heyenga calls for brands returning to 'business as usual' to continue lending aid to the public as they have done, over simply driving monetary gain

https://t.co/p6IVQhvrWi https://t.co/sliL4f6Hnh"
"""adobe""",15151711,2020-07-16 13:43:30+00:00, ,1283759166105038848,en,4,0,0,2,Twitter Web App,"In his latest piece, Axel G. Heyenga calls for brands returning to 'business as usual' to continue lending aid to the public as they have done, over simply driving monetary gain

https://t.co/VkH7mSeAIF https://t.co/DINFM3zPy5"
"""adobe""",515610016,2020-07-13 06:30:30+00:00, ,1282563030555992065,en,0,0,0,0,Hootsuite Inc.,"Regulatory Update: New York extends CE renewal relief for an additional 30 days. Read more: https://t.co/5woPEYAnjY

#insurancecompliance #covid19 #regulatorycompliance #compliancemanagement #PCRM #RhoadsPCRM https://t.co/807qk63LLf"
"""adobe""",901036813812457473,2020-07-09 11:18:55+00:00, ,1281186062266761217,en,19,2,1,6,Twitter Web App,"Thanks to the brilliant @santanderuk #Covid Relief Fund, @SurreyStuEnt has placed talented @UniOfSurrey students within these local businesses &amp; charities to support them as digital interns. #SantanderUniTogether More info here: https://t.co/cq1wjbDBL2 https://t.co/S0LVzutVEV"
"""adobe""",2255233770,2020-07-08 14:55:04+00:00, ,1280878072267452416,en,0,1,0,0,Sprout Social,"Emerging Issues: Housing Solutions During COVID-19 Webinar July 15, 1 pm - 2:30 pm The National Human Trafficking Training and Technical Assistance Center is hosting a webinar on housing solutions for trafficking survivors amidst the COVID-19 pandemic. https://t.co/kQHCMIxTef https://t.co/y43kJtZC2Y"
"""adobe""",901036813812457473,2020-07-08 12:11:24+00:00, ,1280836883774345216,en,7,0,0,1,Twitter Web App,"A big shout out to @santanderuk #Covid Relief Fund which has enabled @SurreyStuEnt @UniOfSurrey to help 44 beneficiaries, many of whom also support local businesses &amp; charities.  Here’s a film to extend a huge &amp; heartfelt ""thank you""! https://t.co/cq1wjbDBL2 #SantanderUniTogether"
"""adobe""",225145923,2020-07-07 19:25:00+00:00, ,1280583614460121090,en,1,0,0,1,Twitter Web App,"#PeopleInc launched our Rent &amp; Mortgage Relief Program last week to help families impacted by #COVID19 avoid eviction or foreclosure on their homes 🏘️. 

☎️: 833-437-0114
Learn more: https://t.co/kUoCuQSmc8
#SaferAtHome https://t.co/bdrmMeoqcZ"
"""adobe""",42644393,2020-07-02 15:29:00+00:00, ,1278712283045060613,en,0,0,1,1,Twitter Web App,"#COVID19 relief for farmers, funding for conservation efforts and more… check out the latest newsletter from the Wake County Soil and Water Conservation District! https://t.co/RASsim48xZ"
"""adobe""",360940659,2020-07-01 19:22:21+00:00, ,1278408620191805440,en,4,2,1,5,Twitter for Android,"The next round of @BlkWomenPhoto #BWPReliefFund opens up July 7th so a new crop of Black women photographers can receive help during COVID. If you haven't already, please donate/share this GoFundMe. @SonyAlpha @CanonUSAimaging @NikonUSA @Adobe @profotousa https://t.co/lkyNCMxdbz"
"""adobe""",234050054,2020-07-01 16:09:47+00:00, ,1278360159681564675,en,12,1,1,29,Twitter for iPhone,"🚨Please share!🚨If you're a Fresno resident and unable to pay your mortgage or rent due to COVID-19, you may be eligible for up to $3,000 in financial assistance. Use this link to find out if you're financially eligible: https://t.co/D4NgFSQyht

#District1 #HousingRetention https://t.co/8WCFmedeDv"
"""adobe""",21009196,2020-07-01 14:55:06+00:00, ,1278341364023951360,en,3,0,0,1,CoSchedule,"Businesses &amp; non-profits are especially hard-hit during this pandemic. To aid in the recovery, Adobe is partnering with Topcoder to host a series of challenges. Read more about the @AdobeDocCloud &amp; Topcoder COVID Challenge Series here: https://t.co/ECOTp3wK1X https://t.co/uKG3Bkk1QA"
"""adobe""",1217124457510293505,2020-08-30 03:40:40+00:00, ,1299914910697164801,en,0,0,1,0,Twitter for iPhone,Does @Adobe have assistance/discounts for people experiencing unemployment due to Covid?
"""adobe""",2383572199,2020-08-19 10:02:35+00:00, ,1296024755053694976,en,0,0,0,0,Hootsuite Inc.,"Does your organisation need help with planning communications for health emergencies? Aid Works has created easy-to-use guidelines to plan effective health messaging: https://t.co/V5lkANe7pC.
#COVID19 #Coronavirus #pandemic #PublicHealth #EmergencyHealthMessaging #AidWorksGifts https://t.co/WHopslJVbC"
"""adobe""",1207455446463897605,2020-08-18 12:45:14+00:00, ,1295703300176781315,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",1207455446463897605,2020-08-13 14:30:13+00:00, ,1293917778999640064,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",19751385,2020-08-13 06:17:37+00:00, ,1293793813480136704,en,5,0,1,1,Twitter Web App,"A tip for my artist friends who may be struggling right now: I just asked Adobe customer service (through the chat box on their site) if they have any relief for artists due to COVID-19, and they credited me a few free months of my Creative Cloud subscription."
"""adobe""",325019466,2020-08-12 01:07:41+00:00, ,1293353429222461442,en,0,0,0,0,Hootsuite Inc.,"Find out what was discussed at today's Council Meeting - more Hay Road development details, 2020 Property Tax Sale Deferment for COVID-19 relief efforts, new water upgrades project award and MORE! Council Highlights: PDF: https://t.co/WoR1KlkmgL ONLINE: https://t.co/bnmrHDkLaT https://t.co/FkAeQWDGLl"
"""adobe""",1207455446463897605,2020-08-11 14:45:15+00:00, ,1293196788657160192,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",268058849,2020-08-09 21:01:59+00:00, ,1292566819388219393,en,0,0,0,0,Twitter Web App,"@Adobe Please donate to 501(c)(3) charity https://t.co/DfPGUGaXlp. Donation will fund COVID-19 [#Coronavirus] recovery and relief efforts. Initially, the fund will help first responders meet survivors' immediate needs for food, fuel, clean water, hygiene products, and shelter."
"""adobe""",1207455446463897605,2020-08-09 14:30:24+00:00, ,1292468276744912896,en,1,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",268058849,2020-08-08 22:07:09+00:00, ,1292220834476634112,en,0,0,0,0,Twitter Web App,"@Adobe Please donate to 501(c)(3) charity https://t.co/DfPGUGaXlp. Donation will fund COVID-19 [#Coronavirus] recovery and relief efforts. Initially, the fund will help first responders meet survivors' immediate needs for food, fuel, clean water, hygiene products, and shelter."
"""adobe""",863453965,2020-08-07 19:14:50+00:00, ,1291815080309542914,en,7,0,0,1,Twitter for iPad,Ooooo if you use Adobe programs hit them up in that customer service chat and ask for COVID relief. They gave me two months for free
"""adobe""",41503438,2020-08-07 18:54:19+00:00, ,1291809918857641984,en,0,0,0,0,Twitter for iPhone,Ooooo.. if you use Adobe programs hit them up in that customer service chat and ask for COVID relief. They gave me two months for free.
"""adobe""",1207455446463897605,2020-08-07 13:30:07+00:00, ,1291728330983723010,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
"""adobe""",1207455446463897605,2020-08-05 14:30:15+00:00, ,1291018686795517952,en,0,0,0,0,Hootsuite Inc.,@HIVHep urges @cms to reject a recent Medicaid rebate rule that would make #Rx less affordable for patients already coping with the effects of #COVID19: https://t.co/8I8E643QYr. Read our comments to @cms on  the proposed rule: https://t.co/6C4w6ZUhp3
